,artist,album,reviewauthor,score,releaseyear,reviewdate,recordlabel,genre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7360,Los Campesinos!,Sticking Fingers Into Sockets EP,Marc Hogan,8.4,2007,July 20 2007,Arts & Crafts,Rock,0.381666667,0.8355,3.666666667,-4.696166667,0.107916667,0.100645,0.000209483,0.297083333,0.592166667,158.2438333
7361,Dungen,Ta Det Lugnt,Brandon Stosuy,9.3,2004,September 16 2004,Subliminal Sounds,Rock,0.227446154,0.614946154,4.076923077,-6.936769231,0.044253846,0.281575615,0.381520387,0.160392308,0.371315385,126.8165385
7362,Daniel Lanois,Flesh and Machine,Stephen M. Deusner,7.7,2014,November 18 2014,Anti-,Rock,0.299636364,0.263909091,4.545454545,-21.49554545,0.064754545,0.645263636,0.866363636,0.105945455,0.103327273,117.6902727
7363,Idol Fodder,Bäbytalk,Brian Howe,7.7,2008,April 21 2008,Slender Means Society,Rock,0.502285714,0.461,4.571428571,-9.965,0.039642857,0.518588,0.150865914,0.179,0.455285714,120.9431429
7364,4 Hero,Creating Patterns,Nathan Rooney,7.0,2001,January 7 2002,Polygram,Electronic,0.544538462,0.701230769,6.153846154,-8.516692308,0.078030769,0.169505846,0.281747877,0.182415385,0.493153846,116.1246923
7365,Crypt Sermon,Out of the Garden,Andy O'Connor,7.5,2015,March 9 2015,Dark Descent,Metal,0.435090909,0.683909091,5.0,-6.398636364,0.047154545,0.143184182,0.029746564,0.193272727,0.419254545,123.9644545
7366,µ-Ziq,Challenge Me Foolish,Andy Beta,5.8,2018,April 16 2018,Planet Mu,Electronic,0.5470714289999999,0.598142857,4.714285714,-9.213071429,0.053307143,0.322477143,0.522535714,0.124721429,0.413392857,118.1756429
7367,Bardo Pond,Ticket Crystals,Mia Lily Clarke,6.2,2006,June 16 2006,ATP,Rock,0.207125,0.5615,5.75,-8.284625,0.0363875,0.2264075,0.46758125,0.1791125,0.1737,107.44625
7368,Calvin Harris,I Created Disco,Marc Hogan,3.7,2007,November 1 2007,Columbia,Electronic,0.6904,0.571582667,5.333333333,-7.604,0.05036,0.15029126,0.484952067,0.16672,0.746533333,109.80133329999998
7369,Brett Anderson,Slow Attack,Joshua Klein,7.0,2009,January 4 2010,B A Songs,Rock,0.773,0.5539999999999999,9.5,-7.7925,0.09985,0.075125,0.11295,0.0762,0.7605,103.5245
7370,Endlings,Endlings,Raymond Cummings,6.8,2017,May 15 2017,Sicksicksick,Experimental,0.482818182,0.553727273,6.454545455,-9.835545455,0.030254545,0.444327273,0.091078523,0.159954545,0.350872727,125.8724545
7371,The Cool Kids,The Bake Sale EP,Tom Breihan,7.8,2008,May 21 2008,Chocolate Ind.,Rap,0.7873,0.6873,6.0,-5.9942,0.2957,0.037804,4.650000000000001e-05,0.20335,0.6303,124.0156
7372,Anna Ternheim,Leaving on a Mayday,Matthew Solarski,7.5,2009,February 3 2010,Verve Forecast,Rock,0.524363636,0.488181818,5.090909091,-10.05845455,0.041590909,0.512409091,0.065826476,0.182027273,0.406727273,128.7028182
7373,Ennio Morricone,Crime & Dissonance,Joe Tangari,8.0,2005,December 6 2005,Ipecac,Experimental,0.38965,0.37002,5.5,-17.59795,0.076485,0.5209075,0.591292565,0.167665,0.31514,109.96665
7374,Misfits,Walk Among Us,Jason Heller,9.4,1982,October 31 2017,Ruby Records,Metal,0.436307692,0.913769231,5.461538462,-11.62069231,0.0721,0.017899923,1.4e-05,0.313753846,0.4,138.33469230000003
7375,Emmanuel Jal,Ceasefire,Joe Tangari,8.2,2005,October 24 2005,World Music Network,Rap,0.5710000000000001,0.855,4.0,-4.622,0.0866,0.00417,0.0,0.0938,0.775,136.048
7376,Athlete,Beyond the Neighbourhood,Ian Cohen,2.8,2007,November 19 2007,Astralwerks,Rock,0.463727273,0.623090909,4.0,-7.187181817999999,0.033363636,0.163145545,0.095594825,0.127681818,0.319872727,132.0926364
7377,Charlotte Gainsbourg,5:55,Marc Hogan,5.8,2006,September 15 2006,Atlantic,Pop/R&B,0.674,0.589,2.0,-9.382,0.0427,0.196,0.0168,0.0869,0.0791,77.461
7378,My Morning Jacket,Split EP,Jason Nickey,8.5,2002,April 2 2002,Jade Tree,Rock,0.47,0.9095,6.0,-4.112,0.0956,0.000449,0.0,0.1775,0.5965,97.0465
7379,Big'N,Split EP,Andrew Goldman,7.8,2000,July 31 2000,Box Factory,Experimental,0.47,0.9095,6.0,-4.112,0.0956,0.000449,0.0,0.1775,0.5965,97.0465
7380,!!!,Split EP,Dominique Leone,6.0,1999,February 12 2004,GSL,Rock,0.47,0.9095,6.0,-4.112,0.0956,0.000449,0.0,0.1775,0.5965,97.0465
7381,Toro y Moi,Live from Trona,Matthew Ramirez,6.8,2016,August 12 2016,Carpark,Electronic,0.5760000000000001,0.7397692309999999,5.692307692000001,-6.025,0.043661538,0.098941615,0.214487377,0.224346154,0.556230769,114.3223077
7382,Iron & Wine,The Creek Drank the Cradle,Ryan Kearney,8.1,2002,October 1 2002,Sub Pop,Folk/Country,0.581454545,0.331272727,5.6363636360000005,-10.85736364,0.033481818,0.8803636359999999,0.8566363640000001,0.126781818,0.436090909,114.5309091
7383,Mumford & Sons,Sigh No More,Stephen M. Deusner,2.1,2010,February 19 2010,Glassnote,Rock,0.418083333,0.406833333,4.083333333,-10.12641667,0.036175,0.239958333,0.0021852,0.199566667,0.230991667,116.8276667
7384,J. Cole,KOD,Jonah Bromwich,6.3,2018,April 24 2018,Dreamville,Rap,0.721833333,0.538833333,5.166666667,-8.34375,0.345925,0.2578,6.38e-06,0.177625,0.4145,102.4375833
7385,BandGang Lonnie Bands,KOD,Alphonse Pierre,7.7,2019,May 8 2019,TF,Rap,0.721833333,0.538833333,5.166666667,-8.34375,0.345925,0.2578,6.38e-06,0.177625,0.4145,102.4375833
7386,Scientific American,Strong for the Future,Brian Howe,7.4,2004,December 14 2004,Mush,Electronic,0.6497,0.47048,5.3,-15.9066,0.09591,0.6389,0.64855,0.10943,0.3513,101.5862
7387,Manishevitz,Private Lines EP,Joe Tangari,7.4,2002,February 6 2003,Jagjaguwar,Rock,0.7278125,0.5683125,5.3125,-5.6473125,0.1124125,0.167385625,0.001025753,0.1164625,0.694375,129.3599375
7388,P.O.S,Audition,Sean Fennessey,6.2,2006,February 12 2006,Rhymesayers,Rap,0.604625,0.710375,5.8125,-4.721875,0.26021875,0.2623875,0.06024026,0.2803,0.63675,126.619375
7389,Matthewdavid,Outmind,Joe Colly,7.0,2011,April 19 2011,Brainfeeder,Electronic,0.321,0.755916667,5.333333333,-7.898166667000001,0.287008333,0.414275,0.346595075,0.345883333,0.363833333,112.5451667
7390,Pinback,Offcell,Brandon Stosuy,8.5,2003,May 21 2003,Absolutely Kosher,Rock,0.703,0.7238,5.6,-8.624,0.05364,0.15712,0.159648,0.3010199999999999,0.5708,125.0268
7391,Villagers,Where Have You Been All My Life?,Pat Healy,7.5,2016,January 12 2016,Domino,Rock,0.5305,0.302383333,2.416666667,-13.60133333,0.045875,0.731166667,0.061551167,0.155541667,0.278416667,106.5241667
7392,Gorky's Zygotic Mynci,Spanish Dance Troupe,Brent DiCrescenzo,7.0,1999,November 2 1999,Mantra,Rock,0.393333333,0.39234,5.8666666670000005,-12.83246667,0.036906667,0.665093333,0.484196746,0.158373333,0.353173333,110.4253333
7393,Torche,Songs for Singles,Tom Breihan,7.4,2010,September 16 2010,Hydra Head,Metal,0.3475,0.969375,5.875,-4.73325,0.0982875,0.006626204,0.4122375,0.206775,0.25825,129.36175
7394,Funki Porcini,Fast Asleep,Eric Carr,7.7,2002,March 12 2003,Ninja Tune,Electronic,0.467,0.97,7.0,-3.59,0.0852,8.22e-06,0.00108,0.287,0.401,100.009
7395,Birthing Hips,Urge to Merge,Zoe Camp,7.0,2017,January 6 2018,NNA Tapes,Rock,0.3447272729999999,0.799090909,5.0,-5.204909091,0.173354545,0.270763636,0.001897786,0.380090909,0.317,109.9364545
7396,Bob Dylan,Time Out of Mind,Grayson Haver Currin,9.4,1997,May 13 2018,Columbia,Rock,0.483454545,0.471454545,4.909090909,-13.12190909,0.041754545,0.487454545,0.012299123,0.140136364,0.4358181820000001,115.4073636
7397,Tierra Whack,Whack World,Briana Younger,8.3,2018,June 12 2018,Self-released,Rap,0.780333333,0.4326,4.866666667,-8.336466667,0.210046667,0.5708266670000001,0.001849141,0.12304,0.4822,127.1871333
7398,The Lemonheads,The Lemonheads,Nitsuh Abebe,6.8,2006,September 28 2006,Vagrant,Rock,0.325153846,0.826153846,5.230769231,-5.896076923,0.087392308,0.071025538,0.064327596,0.268230769,0.4673076920000001,140.119
7399,New Order,Get Ready,Joe Tangari,7.6,2001,November 18 2001,Reprise,Rock,0.559333333,0.421833333,4.75,-10.10991667,0.042841667,0.804916667,0.000209321,0.187925,0.658833333,114.35308329999998
7400,Larry Gus,Silent Congas,Mike Powell,5.8,2012,January 4 2013,DFA,Electronic,0.654,0.6905,5.5,-9.838,0.13795,0.1369999999999999,0.608,0.194,0.5455,117.5265
7401,Eiko Ishibashi,The Dream My Bones Dream,Patrick St. Michel,7.5,2018,November 29 2018,Drag City,Pop/R&B,0.297377778,0.299066667,6.1111111110000005,-18.78466667,0.040711111,0.500088889,0.6786354440000001,0.190433333,0.228533333,95.83711111
7402,Keene Brothers,Blues and Boogie Shoes,John Motley,6.3,2006,May 23 2006,Fading Captain,Rock,0.4355,0.772833333,3.916666667,-7.371666667,0.046608333,0.0762837329999999,0.008442505,0.2288,0.508,121.5820833
7403,Tracey Thorn,Record,Laura Snapes,8.0,2018,March 5 2018,Merge,Pop/R&B,0.412,0.4905,3.333333333,-10.54158333,0.034433333,0.251030333,0.025089056,0.125341667,0.410333333,112.70725
7404,Hot Chip,Coming on Strong,Sean Fennessey,8.0,2005,November 30 2005,Astralwerks,Electronic,0.8190000000000001,0.379857143,5.285714286,-11.74271429,0.096828571,0.195571429,0.081862087,0.115442857,0.4825,122.8831429
7405,Longwave,The Strangest Things,Brandon Stosuy,3.7,2003,April 13 2003,RCA,Rock,0.4055,0.779416667,5.916666667,-7.112333333,0.052225,0.111987333,0.255861616,0.24795,0.368733333,119.0811667
7406,Bruce Springsteen,Chapter and Verse,Sam Sodomsky,7.5,2016,September 22 2016,Columbia,Rock,0.470333333,0.645844444,4.722222222,-8.899111111,0.053288889,0.270022333,0.067058582,0.246877778,0.543744444,122.962
7407,The Low Lows,Fire on the Bright Sky,Mark Richardson,7.3,2006,October 11 2006,Warm,Rock,0.493636364,0.317809091,4.181818182,-11.73345455,0.031745455,0.647272727,0.048907066,0.119463636,0.235145455,116.4960909
7408,Rihanna,Rated R,Ryan Dombal,6.1,2009,December 2 2009,Def Jam,Pop/R&B,0.465615385,0.6487692310000001,6.230769231,-5.389846154,0.061823077,0.165518308,5.2e-05,0.237292308,0.3695076920000001,134.989
7409,The Lemonheads,The Hotel Sessions,Stephen M. Deusner,7.3,2012,February 16 2012,Hall Of,Rock,0.513285714,0.529857143,5.1428571430000005,-11.7575,0.066692857,0.961928571,0.7933571429999999,0.196642857,0.649357143,111.9025714
7410,Scott Walker,And Who Shall Go to the Ball? And What Shall Go to the Ball?,Andy Battaglia,7.0,2007,October 2 2007,4AD,Rock,0.297575,0.061875,1.0,-26.306,0.06115,0.60625,0.67375,0.13,0.052575,112.30025
7411,Godspeed You! Black Emperor,Yanqui U.X.O.,Ryan Schreiber,5.6,2002,October 27 2002,Constellation,Rock,0.1932,0.4522,5.4,-12.1916,0.04402,0.3154616,0.8498,0.15564,0.04708,121.7584
7412,Active Child,Rapor EP,Ian Cohen,5.6,2013,October 31 2013,Vagrant,Rock,0.5558333329999999,0.644833333,6.666666667,-7.8705,0.0403,0.363633333,0.2612429,0.115183333,0.297916667,134.9175
7413,Girls Names,The New Life,Larry Fitzmaurice,6.5,2013,March 21 2013,Slumberland,Experimental,0.272666667,0.078033333,2.333333333,-22.196,0.0367,0.943666667,0.914333333,0.105333333,0.102033333,86.99
7414,Prince,Ultimate Prince,Mark Richardson,8.6,2006,September 5 2006,Rhino,Pop/R&B,0.6885,0.727,0.0,-5.604,0.4535,0.53,0.0,0.06975,0.8225,102.3995
7415,Isobel Campbell,Amorino,William Morris,5.7,2003,January 14 2004,Instinct,Pop/R&B,0.511153846,0.380846154,3.692307692,-14.35584615,0.0507,0.515684615,0.421107692,0.121315385,0.459346154,124.076
7416,Relay,Still Point of Turning,Mark Richardson,6.1,2006,January 23 2007,Bubble Core,Rock,0.337,0.6916363640000001,7.363636363999999,-7.575545455,0.0435,0.091155115,0.689818182,0.214363636,0.345681818,130.5326364
7417,Curt Kirkwood,Snow,Jason Crock,7.2,2005,February 28 2006,Little Dog,Folk/Country,0.60025,0.5255,4.25,-9.531333333,0.0358333329999999,0.473658333,0.327235,0.108291667,0.425916667,104.504
7418,The New Year,Snow,Paul Thompson,7.4,2017,April 28 2017,Undertow,Rock,0.60025,0.5255,4.25,-9.531333333,0.0358333329999999,0.473658333,0.327235,0.108291667,0.425916667,104.504
7419,Isan,Meet Next Life,Mark Pytlik,5.1,2004,February 18 2004,Morr,Electronic,0.625583333,0.366083333,6.0,-13.08908333,0.050966667,0.261528333,0.471316167,0.10205,0.257908333,113.1785833
7420,Common,Like Water for Chocolate,Taylor M. Clark,8.7,2000,March 28 2000,MCA,Rap,0.7836875,0.6236875,6.5625,-8.6839375,0.3409375,0.1518825,0.079513954,0.31115,0.6401875,94.966125
7421,Sons and Daughters,The Repulsion Box,Joe Tangari,7.5,2005,August 11 2005,Domino,Rock,0.5677,0.7862,4.9,-6.155,0.0845799999999999,0.05361181,0.01325905,0.14602,0.4642,135.8585
7422,Tyga,Kyoto,Torii MacAdams,3.3,2018,February 23 2018,Last Kings,Rap,0.767071429,0.5191428570000001,6.428571429,-7.366785714,0.1022,0.245228571,0.000347661,0.153085714,0.419285714,111.734
7423,Charly Bliss,Guppy,Katherine St. Asaph,7.8,2017,April 21 2017,Barsuk,Rock,0.4528,0.8135,7.9,-4.1428,0.04305,0.00151761,0.02424145,0.28451,0.4298,121.3335
7424,No Joy,More Faithful,Maud Deitch,7.6,2015,June 16 2015,Mexican Summer,Rock,0.424454545,0.775636364,5.727272727000001,-6.281363636,0.042290909,0.038345164,0.281069465,0.327190909,0.368136364,131.7051818
7425,Antelope,Reflector,Tom Breihan,5.1,2007,May 30 2007,Dischord,Metal,0.6043,0.5251,5.9,-14.0948,0.04491,0.220057,0.001623074,0.0829299999999999,0.6705,112.5105
7426,Fleet Foxes,Fleet Foxes,Stephen M. Deusner,9.0,2008,June 6 2008,Sub Pop,Folk/Country,0.536636364,0.413281818,5.363636364,-8.903090909,0.030027273,0.5434272729999999,0.130734903,0.170590909,0.281481818,109.8151818
7427,Widowspeak,All Yours,Hazel Cills,6.8,2015,September 7 2015,Captured Tracks,Rock,0.5395,0.5078,5.5,-8.3254,0.03049,0.3118147999999999,0.246416,0.14925,0.4766,110.6617
7428,Enslaved,RIITIIR,Grayson Currin,6.4,2012,September 24 2012,Nuclear Blast,Metal,0.38375,0.858875,4.625,-6.446875,0.06535,0.00257799,0.10565075,0.3025,0.227475,125.697375
7429,Emma Louise,Lilac Everything,Jamieson Cox,7.6,2018,September 19 2018,Liberation,Pop/R&B,0.382,0.3843,4.8,-10.8256,0.04481,0.7144,0.114950914,0.18761,0.2557,112.3878
7430,Seeland,Tomorrow Today,Eric Harvey,6.5,2009,May 15 2009,LOAF,Pop/R&B,0.491692308,0.8738461540000001,5.846153846,-4.610384615,0.054238462,0.000559631,0.09366,0.302538462,0.416615385,153.586
7431,Need New Body,Need New Body,Jason Nickey,8.4,2001,October 16 2001,Cenotaph,Experimental,0.47125,0.563995,5.15,-13.07425,0.137215,0.32391362,0.349347339,0.254635,0.4661,113.64825
7432,Jawbox,Jawbox,Brian Howe,7.6,1996,September 23 2015,Dischord,Rock,0.406642857,0.802642857,6.285714286,-6.9755,0.106292857,0.002150893,0.166860014,0.1455,0.559142857,133.07471429999998
7433,Algernon Cadwallader,Some Kind of Cadwallader,Ian Cohen,8.3,2018,December 29 2018,Lauren,Rock,0.3492,0.6723,6.1,-8.7151,0.04538,0.098371,0.0865403409999999,0.2111,0.4806,140.1057
7434,Sharon Jones and the Dap-Kings,Naturally,Cameron Macdonald,8.7,2005,January 24 2005,Daptone,Pop/R&B,0.521,0.5552,5.5,-13.0963,0.05722,0.3748705,0.10028544,0.1957,0.6344,116.803
7435,The King Khan & BBQ Show,Bad News Boys,Stuart Berman,7.0,2015,February 20 2015,In the Red,Rock,0.443083333,0.9095,4.583333333,-5.204,0.09685,0.224320833,0.2147693,0.168308333,0.5806583329999999,129.5390833
7436,Bill Dixon,17 Musicians in Search of a Sound: Darfur,Joe Tangari,7.5,2008,September 29 2008,AUM Fidelity,Jazz,0.208876923,0.307330769,4.923076923,-17.81923077,0.0999,0.8023076920000001,0.819923077,0.230315385,0.064061538,92.91423077
7437,My Best Fiend,In Ghostlike Fading,Ian Cohen,6.2,2012,February 20 2012,Warp,Rock,0.318,0.494444444,6.0,-7.655,0.033366667,0.326029,0.243764444,0.093344444,0.152988889,123.9011111
7438,Hi Red Center,Assemble,Mia Clarke,6.8,2009,March 10 2009,Joyful Noise,Rock,0.465916667,0.6619166670000001,3.916666667,-8.221916667,0.10785,0.169748333,0.178540203,0.335833333,0.240991667,127.8958333
7439,Magnolia Electric Co.,Josephine,Andrew Gaerig,5.6,2009,July 21 2009,Secretly Canadian,Rock,0.516785714,0.308142857,4.6428571430000005,-11.27971429,0.030078571,0.398857143,0.100306857,0.1375,0.300571429,94.45085714
7440,Liturgy,The Ark Work,Jayson Greene,6.4,2015,March 26 2015,Thrill Jockey,Metal,0.2467,0.7066,7.5,-6.5368,0.06,0.21418684,0.7838,0.23538,0.26213,125.889
7441,Shitdisco,Kingdom of Fear,Rob Mitchum,5.7,2007,April 24 2007,Fierce Panda,Electronic,0.278454545,0.942454545,5.363636364,-6.350909091,0.086018182,4.6e-05,0.391227273,0.111327273,0.363909091,96.69463636
7442,Robert Pollard,Superman Was a Rocker,Matt LeMay,5.0,2008,January 28 2008,Happy Jack Rock,Rock,0.416230769,0.624846154,4.615384615,-9.305076923,0.119653846,0.677923077,0.1313138019999999,0.308769231,0.3709230770000001,123.6690769
7443,Stars,The Five Ghosts,Larry Fitzmaurice,5.7,2010,June 21 2010,Vagrant,Electronic,0.480916667,0.656083333,5.166666667,-8.593166667,0.035866667,0.23175,0.18275265,0.168416667,0.37815,126.7879167
7444,Immortal,All Shall Fall,Cosmo Lee,7.1,2009,January 15 2010,Nuclear Blast,Metal,0.310285714,0.948142857,4.0,-5.249714286000001,0.086471429,1.75e-05,0.8807142859999999,0.1659,0.0736285709999999,112.122
7445,Venetian Snares,Winter in the Belly of a Snake,Mark Martelli,8.6,2003,March 30 2003,Planet µ,Electronic,0.441375,0.596333125,2.125,-13.798625,0.18585,0.4734625,0.4561125,0.18895,0.16061875,122.2156875
7446,Lyrics Born,Later That Day,Rollie Pemberton,7.6,2003,October 27 2003,Quannum,Pop/R&B,0.754294118,0.659764706,4.705882353,-8.238764706,0.270888235,0.247517647,0.002417648,0.260582353,0.749588235,98.546
7447,Mastodon,Blood Mountain,Brandon Stosuy,8.7,2006,September 20 2006,Reprise,Metal,0.258833333,0.954666667,4.583333333,-3.320916667,0.119141667,0.001035507,0.220473333,0.19965,0.266008333,134.0220833
7448,Murder City Devils,R.I.P.,Amanda Petrusich,3.0,2003,April 29 2003,Sub Pop,Metal,0.8270000000000001,0.4920000000000001,11.0,-9.338,0.265,0.0158,0.0,0.111,0.485,96.991
7449,Rocket from the Crypt,R.I.P.,Stuart Berman,7.6,2008,March 7 2008,Swami,Metal,0.8270000000000001,0.4920000000000001,11.0,-9.338,0.265,0.0158,0.0,0.111,0.485,96.991
7450,Actress,R.I.P.,Mike Powell,8.5,2012,April 26 2012,Honest Jon's,Electronic,0.8270000000000001,0.4920000000000001,11.0,-9.338,0.265,0.0158,0.0,0.111,0.485,96.991
7451,Keren Ann,Nolita,Sam Ubl,8.2,2004,March 14 2005,Blue Note,Global,0.571909091,0.295090909,5.090909091,-12.59654545,0.030154545,0.573636364,0.421159091,0.142418182,0.284809091,114.2936364
7452,Echoboy,Giraffe,Michael Idov,4.7,2002,June 24 2003,Mute,Electronic,0.5535,0.54975,3.0,-9.58575,0.0765,0.05192,0.012837252,0.4728,0.5720000000000001,152.011
7453,Tomas Jirku,Immaterial,Paul Cooper,7.5,2001,November 7 2001,Alien8,Electronic,0.539090909,0.677,4.454545455,-10.44636364,0.036618182,0.587724545,0.8756363640000001,0.1795363639999999,0.537554545,133.959
7454,Harry Styles,Harry Styles,Jamieson Cox,6.8,2017,May 16 2017,Columbia,Pop/R&B,0.5103,0.5432,5.2,-6.5284,0.03345,0.3063609,0.005585653,0.16199,0.3505,113.8908
7455,Sleigh Bells,Treats,Mark Richardson,8.7,2010,May 14 2010,N.E.E.T.,Pop/R&B,0.457818182,0.828909091,4.363636364,-4.338090909,0.097718182,0.019466,0.173416915,0.185381818,0.468545455,111.3827273
7456,Iron & Wine,The Shepherd's Dog,Joe Tangari,8.6,2007,September 25 2007,Sub Pop,Folk/Country,0.56375,0.5395833329999999,5.166666667,-8.673,0.0356,0.487885,0.2501125,0.164533333,0.5489999999999999,131.07841670000002
7457,Soundtrack of Our Lives,Behind the Music,Kyle Reiter,3.0,2002,January 20 2003,Interscope,Rock,0.413,0.693,3.727272727,-8.879727273,0.130790909,0.214118182,8.67e-06,0.5653181820000001,0.470090909,123.0750909
7458,Waxahatchee,Ivy Tripp,Brandon Stosuy,8.1,2015,April 8 2015,Merge,Rock,0.5003461539999999,0.529669231,5.846153846,-7.685769231,0.036561538,0.3657122920000001,0.091704646,0.1659,0.411076923,112.8902308
7459,Chronixx,Chronology,Erin MacLeod,7.6,2017,July 11 2017,Virgin,Global,0.6805625,0.671125,5.375,-6.41875,0.09569375,0.24264375,8.379999999999999e-05,0.14886875,0.614375,101.222375
7460,Qasim Naqvi,Chronology,Seth Colter Walls,7.5,2016,December 16 2016,New Amsterdam,Experimental,0.6805625,0.671125,5.375,-6.41875,0.09569375,0.24264375,8.379999999999999e-05,0.14886875,0.614375,101.222375
7461,DJ Bone,Riding the Thin Line EP,Daniel Martin-McCormick,7.6,1999,July 29 2017,Anotherday,Electronic,0.6085,0.654416667,5.583333333,-7.20725,0.037791667,0.368016667,0.018511903,0.191258333,0.628166667,131.3948333
7462,Bardo Pond,Bardo Pond,Paul Thompson,6.5,2010,January 13 2011,Fire,Rock,0.196242857,0.5301428570000001,2.142857143,-6.966571429,0.039514286,0.134224286,0.545857143,0.165471429,0.2119,116.24742859999998
7463,The Smashing Pumpkins,Zeitgeist,Rob Mitchum,4.9,2007,July 9 2007,Reprise,Rock,0.534466667,0.776333333,5.733333332999999,-5.049,0.08344,0.028413387,0.3538854,0.225086667,0.23728,162.577
7464,Thom Yorke,The Eraser,Mark Pytlik,6.6,2006,July 10 2006,XL,Electronic,0.592555556,0.639,3.5555555560000003,-10.74288889,0.0529,0.351922222,0.490822222,0.134677778,0.386222222,125.2315556
7465,Venetian Snares,Rossz Csillag Alatt Született,Cameron Macdonald,7.5,2005,April 10 2005,Planet µ,Electronic,0.425181818,0.582363636,7.0,-9.342545455,0.151427273,0.5706,0.666454545,0.147954545,0.165618182,138.87718180000002
7466,Blanket Music,Cultural Norms,Chris Dahlen,7.8,2004,January 11 2005,Hush,Rock,0.578916667,0.447166667,5.666666667,-9.823083333,0.0394,0.376833333,0.021940172,0.160158333,0.5761666670000001,118.56083329999998
7467,Schoolboy Q,Habits & Contradictions,Jayson Greene,8.4,2012,January 27 2012,Top Dawg,Rap,0.6820666670000001,0.710533333,4.6,-7.351666667000001,0.23092,0.235577333,0.007775247,0.207873333,0.500466667,120.8567333
7468,Red Monkey,"Gunpowder, Treason and Plot",John Dark,2.7,2001,February 25 2002,Troubleman Unlimited,Rock,0.4282,0.8873,1.3,-4.1579,0.04383,0.0564609,0.034363529,0.2511,0.8261,119.8278
7469,Oasis,(What's the Story) Morning Glory?,Stuart Berman,8.9,1995,September 29 2014,Big Brother,Rock,0.315083333,0.907333333,3.833333333,-4.220583333,0.0642,0.150886208,0.158007285,0.310408333,0.236375,139.0150833
7470,Integrity,"Howling, for the Nightmare Shall Consume",Zoe Camp,7.7,2017,July 14 2017,Relapse,Metal,0.149435714,0.8965,5.5,-3.5383571430000003,0.095435714,0.010161689,0.50758405,0.271928571,0.207257143,126.595
7471,Bat for Lashes,The Bride,Cameron Cook,7.6,2016,July 5 2016,Parlophone,Rock,0.330307692,0.316023077,4.0,-12.07061538,0.048653846,0.7227076920000001,0.069644578,0.108038462,0.152953846,108.2408462
7472,Ben Folds Five,Whatever and Ever Amen,Ryan Schreiber,7.6,2005,March 22 2005,Caroline,Rock,0.430083333,0.598,6.0,-9.4185,0.038925,0.231358333,0.01210125,0.196908333,0.381608333,111.6971667
7473,Told Slant,Going By,Rohan Samarth,7.4,2016,June 29 2016,Double Double Whammy,Folk/Country,0.516727273,0.375636364,6.363636364,-11.12909091,0.048309091,0.7310909090000001,0.0628362359999999,0.110490909,0.193781818,111.0342727
7474,Ghislain Poirier,No Ground Under,Evan McGarvey,7.7,2008,February 1 2008,Ninja Tune,Electronic,0.7616875,0.8311875,5.125,-5.347125,0.2201375,0.095962263,0.227339914,0.14285,0.4291875,119.379125
7475,Psychic Ills,One Track Mind,Zach Kelly,6.0,2013,February 19 2013,Sacred Bones,Experimental,0.5008,0.5645,3.8,-7.9544,0.03091,0.4512,0.441000119,0.14186,0.4888,101.918
7476,Harlem Shakes,Technicolor Health,Joshua Klein,5.0,2009,May 5 2009,Gigantic,Rock,0.5235,0.7658,4.5,-5.6625,0.03688,0.00040573,0.1132203,0.11298,0.4063,127.7823
7477,Circle,Circle 1: Live in Germany Concert,Seth Colter Walls,8.1,1971,September 7 2016,Concord Music Group,Jazz,0.4135,0.4575,5.0,-17.391,0.0851,0.7915,0.27205,0.7185,0.484,97.767
7478,The Cribs,The New Fellas,Jason Crock,3.0,2005,August 17 2005,Wichita,Rock,0.408636364,0.849272727,5.6363636360000005,-3.978090909,0.064854545,0.131595273,0.081303144,0.256990909,0.705454545,138.1718182
7479,Ricky Eat Acid,Talk to You Soon,Matthew Grosinger,7.3,2016,November 4 2016,Terrible,Electronic,0.4270625,0.4508125,4.9375,-12.047,0.0949875,0.427787,0.438663034,0.25348125,0.228775,115.555875
7480,Ben LaMar Gay,Confetti in the Sky Like Fireworks (This Is Bate Bola OST),Andy Beta,7.2,2019,March 21 2019,International Anthem,Jazz,0.333307692,0.436846154,4.615384615,-17.778,0.108669231,0.321836331,0.7491623079999999,0.219630769,0.213415385,105.2954615
7481,Blectum from Blechdom,Haus de Snaus,Daphne Carr,7.5,2001,December 6 2001,Tigerbeat6,Electronic,0.552,0.52175,5.9,-14.2838,0.379125,0.448133,0.295154795,0.455445,0.45915,109.67255
7482,The Qemists,Join the Q,Nate Patrin,2.9,2009,April 7 2009,Ninja Tune,Electronic,0.4022727270000001,0.958636364,5.0,-2.972272727,0.174854545,0.020759491,0.280242045,0.328581818,0.492272727,161.6593636
7483,Gucci Mane,Everybody Looking,David Drake,7.0,2016,July 26 2016,Atlantic,Rap,0.815866667,0.472466667,3.5333333330000003,-7.5378,0.16418,0.129721333,2.78e-05,0.1478666669999999,0.286026667,133.2950667
7484,DJ Khaled,We Global,Marc Hogan,4.3,2008,September 29 2008,We the Best,Rap,0.625125,0.7826875,4.8125,-4.38225,0.18189375,0.05579625,1.13e-07,0.30995625,0.4298625,115.4396875
